iter	Passed	Remaining
1667	38787	7720
1668	38811	7697
1669	38834	7673
1670	38857	7650
1671	38881	7627
1672	38904	7604
1673	38928	7581
1674	38954	7558
1675	38989	7537
1676	39018	7515
1677	39044	7492
1678	39067	7469
1679	39089	7445
1680	39112	7422
1681	39136	7399
1682	39159	7375
1683	39183	7352
1684	39206	7329
1685	39230	7306
1686	39255	7283
1687	39278	7260
1688	39302	7236
1689	39327	7213
1690	39351	7190
1691	39373	7167
1692	39397	7144
1693	39420	7120
1694	39443	7097
1695	39466	7074
1696	39488	7050
1697	39512	7027
1698	39535	7004
1699	39560	6981
1700	39582	6957
1701	39605	6934
1702	39630	6911
1703	39653	6888
1704	39677	6864
1705	39700	6841
1706	39723	6818
1707	39747	6795
1708	39770	6771
1709	39794	6748
1710	39819	6725
1711	39842	6702
1712	39866	6679
1713	39890	6656
1714	39913	6632
1715	39936	6609
1716	39970	6587
1717	39999	6565
1718	40024	6542
1719	40048	6519
1720	40071	6496
1721	40095	6472
1722	40119	6449
1723	40142	6426
1724	40166	6403
1725	40189	6380
1726	40213	6356
1727	40236	6333
1728	40260	6310
1729	40285	6287
1730	40310	6264
1731	40334	6241
1732	40358	6218
1733	40384	6195
1734	40406	6171
1735	40431	6148
1736	40454	6125
1737	40477	6101
1738	40499	6078
1739	40524	6055
1740	40547	6032
1741	40573	6009
1742	40597	5986
1743	40622	5962
1744	40646	5939
1745	40670	5916
1746	40695	5893
1747	40719	5870
1748	40744	5847
1749	40768	5824
1750	40792	5800
1751	40817	5777
1752	40841	5754
1753	40868	5731
1754	40892	5708
1755	40915	5685
1756	40942	5662
1757	40980	5641
1758	41007	5618
1759	41031	5595
1760	41056	5572
1761	41081	5549
1762	41105	5525
1763	41129	5502
1764	41153	5479
1765	41177	5456
1766	41201	5432
1767	41224	5409
1768	41247	5386
1769	41270	5362
1770	41294	5339
1771	41318	5316
1772	41342	5293
1773	41366	5269
1774	41389	5246
1775	41414	5223
1776	41439	5200
1777	41462	5176
1778	41486	5153
1779	41511	5130
1780	41536	5107
1781	41560	5084
1782	41584	5061
1783	41607	5037
1784	41632	5014
1785	41656	4991
1786	41680	4968
1787	41702	4944
1788	41725	4921
1789	41749	4898
1790	41773	4874
1791	41798	4851
1792	41821	4828
1793	41846	4805
1794	41869	4781
1795	41893	4758
1796	41917	4735
1797	41949	4712
1798	41981	4690
1799	42005	4667
1800	42029	4644
1801	42054	4620
1802	42078	4597
1803	42102	4574
1804	42124	4550
1805	42150	4527
1806	42174	4504
1807	42197	4481
1808	42221	4457
1809	42245	4434
1810	42267	4411
1811	42291	4387
1812	42316	4364
1813	42339	4341
1814	42362	4317
1815	42389	4294
1816	42414	4271
1817	42437	4248
1818	42460	4225
1819	42484	4201
1820	42508	4178
1821	42532	4155
1822	42554	4131
1823	42578	4108
1824	42600	4084
1825	42622	4061
1826	42644	4038
1827	42667	4014
1828	42689	3991
1829	42712	3967
1830	42734	3944
1831	42758	3921
1832	42783	3897
1833	42807	3874
1834	42833	3851
1835	42857	3828
1836	42882	3805
1837	42905	3781
1838	42939	3759
1839	42966	3736
1840	42992	3713
1841	43016	3689
1842	43039	3666
1843	43062	3643
1844	43086	3619
1845	43110	3596
1846	43133	3573
1847	43156	3549
1848	43181	3526
1849	43204	3503
1850	43228	3479
1851	43252	3456
1852	43277	3433
1853	43301	3409
1854	43325	3386
1855	43349	3363
1856	43373	3340
1857	43396	3316
1858	43420	3293
1859	43443	3269
1860	43467	3246
1861	43491	3223
1862	43515	3199
1863	43539	3176
1864	43563	3153
1865	43586	3129
1866	43610	3106
1867	43635	3083
1868	43659	3060
1869	43683	3036
1870	43707	3013
1871	43732	2990
1872	43754	2966
1873	43778	2943
1874	43802	2920
1875	43826	2896
1876	43849	2873
1877	43873	2850
1878	43898	2826
1879	43937	2804
1880	43964	2781
1881	43988	2758
1882	44012	2734
1883	44037	2711
1884	44062	2688
1885	44087	2664
1886	44114	2641
1887	44139	2618
1888	44165	2595
1889	44188	2571
1890	44212	2548
1891	44236	2525
1892	44260	2501
1893	44283	2478
1894	44306	2454
1895	44329	2431
1896	44353	2408
1897	44376	2384
1898	44399	2361
1899	44422	2338
1900	44446	2314
1901	44471	2291
1902	44494	2267
1903	44518	2244
1904	44541	2221
1905	44564	2197
1906	44587	2174
1907	44612	2151
1908	44635	2127
1909	44660	2104
1910	44684	2081
1911	44710	2057
1912	44734	2034
1913	44758	2011
1914	44783	1987
1915	44809	1964
1916	44832	1941
1917	44856	1917
1918	44881	1894
1919	44913	1871
1920	44945	1848
1921	44968	1824
1922	44992	1801
1923	45016	1778
1924	45041	1754
1925	45065	1731
1926	45090	1708
1927	45114	1684
1928	45139	1661
1929	45162	1638
1930	45186	1614
1931	45211	1591
1932	45237	1567
1933	45261	1544
1934	45286	1521
1935	45312	1497
1936	45336	1474
1937	45360	1451
1938	45385	1427
1939	45408	1404
1940	45432	1381
1941	45457	1357
1942	45482	1334
1943	45506	1310
1944	45531	1287
1945	45555	1264
1946	45579	1240
1947	45602	1217
1948	45626	1193
1949	45650	1170
1950	45674	1147
1951	45697	1123
1952	45722	1100
1953	45744	1076
1954	45768	1053
1955	45793	1030
1956	45817	1006
1957	45841	983
1958	45864	959
1959	45893	936
1960	45924	913
1961	45951	889
1962	45976	866
1963	46001	843
1964	46024	819
1965	46047	796
1966	46070	772
1967	46094	749
1968	46117	726
1969	46141	702
1970	46166	679
1971	46190	655
1972	46214	632
1973	46237	609
1974	46261	585
1975	46284	562
1976	46308	538
1977	46332	515
1978	46357	491
1979	46381	468
1980	46403	445
1981	46427	421
1982	46451	398
1983	46475	374
1984	46499	351
1985	46523	327
1986	46549	304
1987	46573	281
1988	46597	257
1989	46622	234
1990	46646	210
1991	46669	187
1992	46695	164
1993	46719	140
1994	46743	117
1995	46766	93
1996	46791	70
1997	46815	46
1998	46837	23
1999	46861	0
